L,a,b
0.725085,-0.118782,0.081668
0.839269,-0.118963,-0.019306
0.554258,-0.018763,0.064886
0.635924,-0.145945,0.074472
0.652154,-0.086223,0.002139
0.415661,0.052696,-0.099733
0.715185,-0.097524,0.076642
0.799271,-0.111517,-0.028775
0.538071,-0.044119,0.046935
0.629958,-0.138612,0.059880
0.637153,-0.082816,-0.012887
0.423818,0.034710,-0.092099
0.714883,-0.092702,0.077433
0.814421,-0.110538,-0.048323
0.562304,-0.044171,0.070942
0.627330,-0.146465,0.082699
0.614502,-0.076328,-0.030783
0.430440,0.024434,-0.076554
0.727775,-0.114342,0.081656
0.820978,-0.113432,-0.025323
0.598202,-0.061439,0.088481
0.682300,-0.155316,0.076961
0.631817,-0.068852,-0.018107
0.412258,0.030444,-0.085585
0.753019,-0.125578,0.096986
0.819284,-0.123036,-0.017651
0.575185,-0.046997,0.079461
0.633492,-0.136841,0.057406
0.638223,-0.070522,-0.018906
0.459903,0.014129,-0.048487
0.697908,-0.095453,0.069759
0.806673,-0.122682,-0.012888
0.565095,-0.034276,0.075576
0.636625,-0.137174,0.053648
0.654811,-0.088692,-0.007962
0.452224,0.022320,-0.082396
0.716629,-0.116231,0.076637
0.805221,-0.110817,-0.028799
0.534428,-0.029491,0.044731
0.644400,-0.141496,0.060562
0.650160,-0.095381,0.015444
0.459193,0.024803,-0.086293
0.719327,-0.103408,0.074868
0.814737,-0.113818,-0.026039
0.541621,-0.026153,0.062273
0.678988,-0.152614,0.073893
0.641209,-0.089571,-0.013039
0.447846,0.028443,-0.120267
0.705468,-0.101728,0.070234
0.809974,-0.116865,-0.021423
0.548483,-0.044388,0.080896
0.632529,-0.149828,0.085606
0.672172,-0.086801,0.007709
0.465809,0.010017,-0.078698
0.714986,-0.111209,0.057965
0.788756,-0.108522,-0.015960
0.579800,-0.068844,0.080868
0.640854,-0.142683,0.067602
0.637150,-0.065068,-0.012140
0.452793,0.010461,-0.047507
0.708603,-0.108043,0.082684
0.804057,-0.115143,-0.021161
0.577374,-0.050111,0.083703
0.668587,-0.155984,0.085648
0.609144,-0.078651,-0.018616
0.434774,0.039003,-0.077380
0.717137,-0.099394,0.087158
0.819493,-0.125893,-0.007589
0.577618,-0.041644,0.068446
0.696421,-0.160530,0.084750
0.669203,-0.097014,0.010864
0.455002,0.017057,-0.099609
0.731200,-0.103619,0.073186
0.814206,-0.110713,-0.034210
0.541036,-0.039979,0.055033
0.655653,-0.150454,0.076740
0.666203,-0.074622,-0.017451
0.461611,0.028704,-0.076835
0.725163,-0.100015,0.085536
0.811661,-0.110457,-0.013569
0.554798,-0.024273,0.067048
0.686165,-0.156830,0.081463
0.657642,-0.081786,-0.005718
0.425137,0.023775,-0.085931
0.699335,-0.091393,0.057308
0.797347,-0.097694,-0.055653
0.561451,-0.017616,0.060018
0.628121,-0.133831,0.049334
0.626549,-0.083001,-0.017193
0.463520,0.005453,-0.074509
0.753589,-0.123059,0.096510
0.847424,-0.128696,0.004706
0.574621,-0.056440,0.083670
0.642399,-0.144326,0.072305
0.685943,-0.096500,-0.000857
0.436047,0.024958,-0.096951
0.701018,-0.090155,0.078739
0.838689,-0.129924,-0.011710
0.525817,-0.033808,0.064562
0.666570,-0.151311,0.074203
0.671803,-0.099775,0.012733
0.427308,0.022765,-0.094567
0.729627,-0.105964,0.097227
0.817021,-0.116210,-0.027560
0.588409,-0.042737,0.090709
0.653447,-0.152345,0.082709
0.668249,-0.098150,0.000190
0.424811,0.013736,-0.090665
0.744348,-0.121824,0.089351
0.818168,-0.110351,-0.019662
0.567825,-0.034485,0.076886
0.629744,-0.148762,0.083565
0.660426,-0.088876,-0.001538
0.475836,0.030921,-0.089653
0.686215,-0.082057,0.086315
0.819676,-0.118992,-0.019865
0.534930,-0.020850,0.042295
0.651098,-0.152288,0.084283
0.649416,-0.087784,-0.003926
0.426843,0.041605,-0.090161
0.729754,-0.101008,0.076333
0.804238,-0.108988,-0.021358
0.557717,-0.043258,0.068748
0.611021,-0.134072,0.057203
0.666754,-0.099743,0.004753
0.452774,0.017272,-0.095766
0.735816,-0.099952,0.091135
0.860538,-0.127431,-0.016439
0.586886,-0.042338,0.072670
0.662020,-0.155835,0.087768
0.649578,-0.074363,0.003648
0.444840,0.041562,-0.110592
0.694266,-0.103653,0.089825
0.821152,-0.108831,-0.045040
0.547704,-0.035696,0.053795
0.668615,-0.151630,0.078459
0.644390,-0.083052,0.004892
0.426823,0.015798,-0.110499
0.708758,-0.098328,0.074901
0.825483,-0.129000,-0.004544
0.563806,-0.037310,0.073960
0.655735,-0.155707,0.088734
0.662184,-0.087206,-0.007509
0.393878,0.026152,-0.115079
0.705193,-0.096269,0.066761
0.849887,-0.126161,-0.015683
0.552377,-0.051113,0.064299
0.617233,-0.131915,0.050299
0.671439,-0.095939,0.004628
0.418975,0.029927,-0.089797
0.727252,-0.108208,0.079181
0.788247,-0.110703,-0.038135
0.551712,-0.046440,0.079711
0.641432,-0.144800,0.069538
0.681057,-0.102146,0.031536
0.452100,0.035633,-0.075588
0.709311,-0.085464,0.066223
0.787126,-0.102898,-0.035483
0.560353,-0.029895,0.052975
0.659974,-0.147308,0.067636
0.682469,-0.102870,0.010809
0.474623,0.015550,-0.084235
0.714054,-0.103519,0.073587
0.802097,-0.106621,-0.040466
0.561875,-0.062253,0.075638
0.652069,-0.154721,0.087976
0.692685,-0.107229,0.009065
0.409024,0.028434,-0.119175
0.710499,-0.106997,0.080238
0.658284,-0.144572,0.061944
0.666791,-0.086274,-0.008119
0.432486,0.014028,-0.119262
0.717862,-0.125487,0.084927
0.829223,-0.107651,-0.019913
0.524095,-0.036604,0.059646
0.625099,-0.128952,0.039076
0.644416,-0.067837,-0.030366
0.441178,0.058039,-0.126231
0.718272,-0.118657,0.082792
0.816258,-0.122312,-0.012682
0.509048,-0.012439,0.055422
0.628662,-0.141417,0.068287
0.657872,-0.092168,0.013783
0.442275,0.042278,-0.067556
0.704482,-0.089237,0.061564
0.820968,-0.113937,-0.008657
0.545067,-0.067084,0.079492
0.624965,-0.139951,0.065117
0.648852,-0.070283,-0.010712
0.445498,0.049936,-0.074892
0.702391,-0.091938,0.072162
0.821313,-0.113652,-0.030687
0.537574,-0.033480,0.067663
0.619432,-0.138817,0.064785
0.645166,-0.093827,-0.006824
0.429133,0.024196,-0.125060
0.671608,-0.078890,0.056266
0.821655,-0.119607,-0.027729
0.556592,-0.060188,0.069079
0.638902,-0.142986,0.067314
0.649480,-0.097517,0.009160
0.439021,0.021093,-0.087524
0.691051,-0.112369,0.078587
0.829934,-0.121023,-0.017504
0.551863,-0.048512,0.060525
0.617667,-0.134627,0.055693
0.659177,-0.082449,-0.009642
0.431772,0.034114,-0.084646
0.700941,-0.102056,0.086783
0.811970,-0.125225,-0.020134
0.560567,-0.043609,0.079669
0.649438,-0.146764,0.074002
0.648487,-0.079917,0.014242
0.405576,0.048010,-0.119076
0.746608,-0.113558,0.067635
0.846695,-0.122024,-0.014174
0.503021,-0.023631,0.056426
0.636736,-0.129357,0.037432
0.654487,-0.085038,0.002908
0.406688,0.050192,-0.121196
0.708693,-0.111980,0.078807
0.785694,-0.095292,-0.045677
0.558290,-0.041383,0.064382
0.641755,-0.137709,0.052724
0.635432,-0.089947,0.011913
0.425258,0.043184,-0.088888
0.711534,-0.113657,0.077548
0.811804,-0.107087,-0.037497
0.553625,-0.045664,0.074803
0.649411,-0.142762,0.064154
0.622204,-0.078715,-0.019127
0.447733,0.016934,-0.085852
0.683762,-0.095216,0.073224
0.854972,-0.138768,0.003901
0.574510,-0.060482,0.085633
0.644212,-0.144868,0.068775
0.658473,-0.083401,0.004505
0.457738,0.036315,-0.061327
0.742332,-0.107719,0.071671
0.849065,-0.134785,-0.000881
0.567159,-0.041195,0.079255
0.622415,-0.129997,0.043663
0.662048,-0.078847,-0.017869
0.425227,0.029828,-0.087503
0.716902,-0.119187,0.088456
0.858543,-0.136164,0.014270
0.527940,-0.031207,0.050197
0.659160,-0.154506,0.084608
0.655033,-0.096401,0.024869
0.407712,0.038804,-0.109914
0.709675,-0.087172,0.071929
0.834166,-0.137823,0.012617
0.558946,-0.049433,0.071628
0.642173,-0.135982,0.048422
0.633503,-0.076242,-0.016503
0.416245,0.012741,-0.085637
0.714847,-0.117694,0.076749
0.848767,-0.123002,-0.008134
0.539953,-0.018902,0.065274
0.627137,-0.141809,0.068536
0.655017,-0.086450,0.009381
0.409882,0.061793,-0.101721
0.704704,-0.096654,0.071537
0.808734,-0.115609,-0.017373
0.523650,-0.044446,0.047435
0.621275,-0.134347,0.053495
0.639789,-0.083157,-0.005503
0.417004,0.043734,-0.094648
0.704340,-0.091887,0.072327
0.823550,-0.114606,-0.036840
0.548094,-0.044444,0.071276
0.618448,-0.142382,0.077089
0.616897,-0.076717,-0.023242
0.423036,0.033550,-0.079341
0.717482,-0.113330,0.076713
0.830466,-0.117448,-0.014018
0.584305,-0.061684,0.088597
0.673690,-0.151228,0.071045
0.634692,-0.068745,-0.010543
0.405206,0.039554,-0.088237
0.742771,-0.124635,0.092390
0.828742,-0.127290,-0.006475
0.561088,-0.047238,0.079687
0.624863,-0.132530,0.050958
0.641057,-0.070452,-0.011368
0.452068,0.023410,-0.051297
0.687421,-0.094521,0.064515
0.816223,-0.126966,-0.001723
0.550905,-0.034467,0.075841
0.628027,-0.132879,0.047098
0.657432,-0.089119,-0.000691
0.444749,0.031197,-0.085248
0.706392,-0.115103,0.071611
0.814695,-0.114858,-0.017407
0.519932,-0.029751,0.045222
0.635772,-0.137251,0.054196
0.653034,-0.095800,0.022485
0.451847,0.033644,-0.089094
0.708946,-0.102455,0.069745
0.824208,-0.117878,-0.014715
0.527226,-0.026354,0.062673
0.670398,-0.148480,0.067893
0.643663,-0.090195,-0.005741
0.440897,0.036638,-0.123004
0.695077,-0.100730,0.065021
0.819476,-0.121011,-0.010145
0.534240,-0.044585,0.081007
0.623632,-0.145815,0.080094
0.675153,-0.086902,0.014876
0.457792,0.018577,-0.081811
0.704898,-0.109935,0.052574
0.798496,-0.112532,-0.004618
0.565816,-0.069147,0.081103
0.632163,-0.138458,0.061444
0.640220,-0.064790,-0.004580
0.444776,0.019693,-0.050403
0.698161,-0.107112,0.077763
0.813594,-0.119271,-0.009858
0.563316,-0.050335,0.083851
0.659855,-0.151963,0.080041
0.611702,-0.079045,-0.011120
0.428086,0.048363,-0.079778
0.706573,-0.098623,0.082297
0.829080,-0.130155,0.003471
0.563480,-0.041914,0.068826
0.687813,-0.156505,0.079058
0.671991,-0.097456,0.017911
0.447355,0.025397,-0.102645
0.720875,-0.102658,0.068022
0.823585,-0.114727,-0.022804
0.526636,-0.040282,0.055494
0.646933,-0.146350,0.070850
0.669020,-0.074571,-0.010012
0.454419,0.037807,-0.079498
0.714650,-0.099222,0.080626
0.821392,-0.114402,-0.002326
0.540504,-0.024442,0.067413
0.677546,-0.152759,0.075684
0.660482,-0.081912,0.001610
0.417734,0.032682,-0.088775
0.688943,-0.090393,0.051808
0.806554,-0.101498,-0.043993
0.547169,-0.017765,0.060451
0.619527,-0.129503,0.042670
0.629064,-0.083467,-0.009781
0.455289,0.013952,-0.077709
0.743315,-0.122147,0.091892
0.857162,-0.132791,0.015551
0.560567,-0.056690,0.083814
0.633681,-0.140126,0.066295
0.688572,-0.096979,0.006257
0.428758,0.033620,-0.099785
0.690387,-0.089371,0.073668
0.848128,-0.134229,-0.000683
0.511339,-0.034049,0.064920
0.657917,-0.147189,0.068221
0.674560,-0.100287,0.019733
0.419900,0.031436,-0.097458
0.719073,-0.105254,0.092616
0.826425,-0.120332,-0.016248
0.574432,-0.042866,0.090717
0.644670,-0.148296,0.077030
0.670804,-0.098797,0.007297
0.416926,0.022211,-0.093800
0.734112,-0.120821,0.084582
0.827796,-0.114287,-0.008377
0.553657,-0.034670,0.077135
0.620848,-0.144730,0.077978
0.663175,-0.089203,0.005690
0.468773,0.039789,-0.092310
0.675370,-0.081416,0.081430
0.829168,-0.123136,-0.008640
0.520419,-0.021057,0.042786
0.642301,-0.148249,0.078669
0.652122,-0.088156,0.003342
0.420359,0.050775,-0.092512
0.719362,-0.100108,0.071222
0.813868,-0.112960,-0.010011
0.543470,-0.043535,0.069103
0.602281,-0.129767,0.050739
0.669347,-0.100405,0.011817
0.445116,0.025710,-0.098790
0.725282,-0.099224,0.086341
0.869944,-0.131567,-0.005399
0.572817,-0.042595,0.073015
0.653241,-0.151842,0.082255
0.652732,-0.074204,0.010994
0.438441,0.050266,-0.112977
0.683643,-0.102864,0.085091
0.830374,-0.112797,-0.033576
0.533331,-0.035977,0.054261
0.659957,-0.147504,0.072613
0.647365,-0.083173,0.012156
0.419187,0.023828,-0.113594
0.698284,-0.097426,0.069768
0.835067,-0.133296,0.006449
0.549605,-0.037530,0.074249
0.646913,-0.151740,0.083274
0.664870,-0.087527,-0.000233
0.386928,0.034396,-0.117814
0.694773,-0.095305,0.061456
0.859327,-0.130315,-0.004617
0.538110,-0.051440,0.064705
0.608589,-0.127567,0.043651
0.674146,-0.096409,0.011730
0.411910,0.038913,-0.092476
0.716906,-0.107250,0.074160
0.797547,-0.114885,-0.026636
0.537486,-0.046662,0.079864
0.632713,-0.140621,0.063435
0.684113,-0.102427,0.038310
0.445224,0.044915,-0.078074
0.698790,-0.084609,0.060863
0.796612,-0.106845,-0.023937
0.546045,-0.030140,0.053443
0.651349,-0.143128,0.061464
0.685136,-0.103474,0.017783
0.466879,0.024149,-0.087232
0.703673,-0.102544,0.068443
0.811433,-0.110608,-0.028958
0.547747,-0.062566,0.075918
0.643236,-0.150745,0.082498
0.695228,-0.107985,0.015997
0.402191,0.036644,-0.121853
0.700077,-0.106051,0.075255
0.650458,-0.140810,0.056423
0.668404,-0.086088,-0.001716
0.425138,0.022011,-0.121413
0.706943,-0.124118,0.080365
0.838356,-0.111369,-0.008975
0.509085,-0.036871,0.059984
0.617332,-0.125053,0.033051
0.646044,-0.067282,-0.023693
0.436128,0.066927,-0.127072
0.707283,-0.117373,0.078155
0.825309,-0.126388,-0.001864
0.493900,-0.012543,0.055781
0.620680,-0.137659,0.062940
0.659689,-0.091986,0.020019
0.436189,0.051978,-0.068771
0.693332,-0.088060,0.056414
0.830205,-0.117771,0.002163
0.530391,-0.067361,0.079584
0.616979,-0.136196,0.059680
0.650750,-0.069654,-0.004118
0.439776,0.059589,-0.075942
0.691157,-0.090825,0.067224
0.830200,-0.117564,-0.019680
0.522678,-0.033693,0.067924
0.611427,-0.135055,0.059342
0.646527,-0.094081,-0.000491
0.422373,0.032432,-0.126898
0.660287,-0.077730,0.050984
0.830492,-0.123671,-0.016786
0.541909,-0.060514,0.069376
0.630967,-0.139232,0.061933
0.651051,-0.097666,0.015377
0.431893,0.030047,-0.089410
0.679943,-0.111085,0.073872
0.838924,-0.125020,-0.006667
0.537074,-0.048827,0.060888
0.609728,-0.130804,0.050015
0.660838,-0.082173,-0.003185
0.425294,0.043469,-0.086158
0.689661,-0.101003,0.082198
0.820828,-0.129485,-0.009270
0.545885,-0.043812,0.079779
0.641504,-0.143047,0.068798
0.650575,-0.079362,0.020596
0.400175,0.056970,-0.120089
0.735794,-0.112220,0.062675
0.855718,-0.125947,-0.003411
0.487831,-0.023823,0.056770
0.629035,-0.125449,0.031397
0.656284,-0.084744,0.009288
0.401430,0.059130,-0.122131
0.697633,-0.110728,0.074072
0.794601,-0.098958,-0.034359
0.543527,-0.041656,0.064710
0.633930,-0.133898,0.046988
0.637218,-0.089816,0.018203
0.419272,0.052635,-0.090140
0.700517,-0.112371,0.072792
0.820677,-0.110902,-0.026376
0.538885,-0.045911,0.074991
0.641548,-0.138980,0.058690
0.623688,-0.078580,-0.012560
0.440408,0.025768,-0.087838
0.672480,-0.094072,0.068334
0.864017,-0.142966,0.014358
0.559984,-0.060720,0.085666
0.636283,-0.141136,0.063429
0.660343,-0.083018,0.010887
0.451363,0.045953,-0.062672
0.731398,-0.106486,0.066757
0.858100,-0.138942,0.009665
0.552509,-0.041392,0.079390
0.614605,-0.126100,0.037725
0.663666,-0.078507,-0.011355
0.418542,0.039060,-0.089142
0.705856,-0.117969,0.083945
0.867799,-0.140180,0.024615
0.512914,-0.031461,0.050594
0.651163,-0.150938,0.079699
0.656930,-0.096237,0.030971
0.401680,0.047816,-0.111271
0.698427,-0.086093,0.066966
0.843377,-0.142030,0.023013
0.544236,-0.049716,0.071879
0.634383,-0.132154,0.042596
0.635133,-0.075920,-0.009927
0.408653,0.021505,-0.087764
0.703901,-0.116342,0.071992
0.857870,-0.126908,0.002562
0.525056,-0.019023,0.065567
0.619133,-0.138081,0.063192
0.656890,-0.086132,0.015706
0.405067,0.071170,-0.102332
0.693531,-0.095496,0.066601
0.817816,-0.119572,-0.006449
0.508634,-0.044769,0.047856
0.613367,-0.130516,0.047766
0.641453,-0.082956,0.000953
0.411099,0.053115,-0.095875
0.693111,-0.090776,0.067391
0.832317,-0.118560,-0.025807
0.533303,-0.044703,0.071509
0.610368,-0.138675,0.072027
0.618343,-0.076571,-0.016638
0.416533,0.043022,-0.080838
0.706487,-0.112047,0.071933
0.839565,-0.121339,-0.003189
0.569848,-0.061909,0.088592
0.665845,-0.147550,0.065737
0.636601,-0.068111,-0.003914
0.399088,0.049034,-0.089555
0.731829,-0.123422,0.087940
0.837813,-0.131392,0.004221
0.546417,-0.047461,0.079801
0.617014,-0.128643,0.045181
0.642927,-0.069857,-0.004762
0.445120,0.032994,-0.052884
0.676235,-0.093302,0.059444
0.825382,-0.131092,0.008953
0.536132,-0.034639,0.075997
0.620196,-0.129028,0.041232
0.659075,-0.089004,0.005663
0.438115,0.040434,-0.086853
0.695445,-0.113713,0.066752
0.823785,-0.118775,-0.006492
0.504833,-0.030005,0.045632
0.627914,-0.133440,0.048489
0.654900,-0.095658,0.028616
0.445331,0.042840,-0.090653
0.697868,-0.101223,0.064794
0.833293,-0.121810,-0.003868
0.512233,-0.026541,0.062979
0.662580,-0.144748,0.062513
0.645145,-0.090270,0.000634
0.434722,0.045272,-0.124500
0.683982,-0.099455,0.059982
0.828591,-0.125018,0.000650
0.519413,-0.044758,0.080987
0.615536,-0.142169,0.075117
0.677140,-0.086463,0.021136
0.450560,0.027511,-0.083726
0.694094,-0.108410,0.047369
0.807837,-0.116412,0.006223
0.551270,-0.069432,0.081227
0.624257,-0.134640,0.055916
0.642317,-0.063986,0.002048
0.437644,0.029245,-0.052077
0.687018,-0.105899,0.073000
0.822743,-0.123262,0.000960
0.548686,-0.050539,0.083877
0.651909,-0.148320,0.074995
0.613291,-0.078890,-0.004564
0.422343,0.058004,-0.080854
0.695323,-0.097553,0.077591
0.838271,-0.134256,0.014041
0.548766,-0.042174,0.069114
0.679978,-0.152866,0.073949
0.673781,-0.097347,0.024055
0.440480,0.034150,-0.104464
0.709855,-0.101422,0.063034
0.832586,-0.118623,-0.011866
0.511640,-0.040579,0.055871
0.638989,-0.142653,0.065555
0.670873,-0.074002,-0.003491
0.448091,0.047224,-0.080908
0.703451,-0.098134,0.075876
0.830720,-0.118220,0.008421
0.525620,-0.024594,0.067680
0.669702,-0.149078,0.070498
0.662343,-0.081501,0.008020
0.411213,0.041980,-0.090327
0.677849,-0.089113,0.046495
0.815400,-0.105217,-0.032784
0.532297,-0.017898,0.060796
0.611701,-0.125625,0.036705
0.630611,-0.083387,-0.003301
0.447836,0.022829,-0.079720
0.732349,-0.120962,0.087421
0.866486,-0.136728,0.025902
0.545942,-0.056919,0.083837
0.625752,-0.136324,0.060895
0.690220,-0.096920,0.012469
0.422308,0.042688,-0.101349
0.679068,-0.088285,0.068762
0.857176,-0.138374,0.009867
0.496260,-0.034277,0.065176
0.650035,-0.143481,0.062849
0.676318,-0.100246,0.025834
0.413343,0.040524,-0.099071
0.707837,-0.104245,0.088148
0.835447,-0.124322,-0.005408
0.559887,-0.042964,0.090590
0.636682,-0.144627,0.071917
0.672373,-0.098896,0.013498
0.409865,0.031125,-0.095678
0.723178,-0.119551,0.079969
0.837026,-0.118101,0.002421
0.538908,-0.034836,0.077273
0.612753,-0.141069,0.072935
0.664939,-0.088988,0.012004
0.462531,0.048985,-0.093735
0.663847,-0.080449,0.076695
0.838271,-0.127139,0.002105
0.505303,-0.021254,0.043195
0.634295,-0.144587,0.073610
0.653845,-0.087982,0.009691
0.414810,0.060256,-0.093527
0.708278,-0.098926,0.066284
0.823103,-0.116809,0.000846
0.528639,-0.043801,0.069359
0.594321,-0.125900,0.044936
0.670949,-0.100514,0.017975
0.438244,0.034555,-0.100589
0.714070,-0.098196,0.081701
0.878956,-0.135558,0.005173
0.558175,-0.042840,0.073265
0.645252,-0.148220,0.077288
0.654894,-0.073505,0.017419
0.432891,0.059336,-0.114074
0.672323,-0.101777,0.080498
0.839225,-0.116655,-0.022567
0.518364,-0.036251,0.054643
0.652080,-0.143768,0.067364
0.649345,-0.082745,0.018499
0.412327,0.032333,-0.115445
0.687114,-0.096238,0.064804
0.844253,-0.137425,0.016951
0.534820,-0.037732,0.074432
0.638876,-0.148156,0.078348
0.666580,-0.087311,0.006127
0.380844,0.043140,-0.119221
0.683652,-0.094059,0.056330
0.868375,-0.134322,0.005978
0.523260,-0.051758,0.065020
0.600727,-0.123651,0.037699
0.675862,-0.096332,0.017926
0.405752,0.048278,-0.093838
0.705863,-0.106017,0.069306
0.806480,-0.118940,-0.015605
0.522676,-0.046862,0.079891
0.624770,-0.136860,0.057950
0.686149,-0.102153,0.044200
0.439256,0.054483,-0.079276
0.687582,-0.083460,0.055686
0.805718,-0.110683,-0.012869
0.531147,-0.030377,0.053830
0.643493,-0.139371,0.055929
0.686807,-0.103529,0.023862
0.459916,0.033110,-0.089031
0.692591,-0.101293,0.063471
0.820396,-0.114484,-0.017916
0.533046,-0.062864,0.076091
0.635191,-0.147153,0.077555
0.696780,-0.108194,0.022037
0.396195,0.045336,-0.123228
0.688954,-0.104825,0.070433
0.643549,-0.137370,0.051677
0.669013,-0.085367,0.003730
0.418602,0.030464,-0.122313
0.695401,-0.122515,0.076012
0.846992,-0.114939,0.001387
0.493610,-0.037127,0.060225
0.610485,-0.121487,0.027886
0.646694,-0.066211,-0.017999
0.431990,0.076101,-0.126584
0.695677,-0.115846,0.073732
0.833871,-0.130276,0.008375
0.478275,-0.012626,0.056044
0.613643,-0.134199,0.058332
0.660472,-0.091253,0.025311
0.431138,0.061831,-0.068641
0.681578,-0.086617,0.051509
0.838938,-0.121438,0.012395
0.515277,-0.067612,0.079549
0.609844,-0.132913,0.054967
0.651644,-0.068497,0.001505
0.435081,0.069375,-0.075641
0.679323,-0.089436,0.062516
0.838611,-0.121316,-0.009236
0.507324,-0.033890,0.068080
0.604274,-0.131765,0.054622
0.646880,-0.093779,0.004881
0.416452,0.041132,-0.127458
0.648361,-0.076291,0.045948
0.838857,-0.127559,-0.006405
0.526786,-0.060825,0.069574
0.623967,-0.135783,0.057299
0.651594,-0.097253,0.020645
0.425686,0.039346,-0.090004
0.668212,-0.109551,0.069371
0.847427,-0.128839,0.003599
0.521837,-0.049133,0.061160
0.602665,-0.127409,0.045110
0.661495,-0.081363,0.002309
0.419802,0.053098,-0.086331
0.677779,-0.099674,0.077820
0.829213,-0.133547,0.001025
0.530758,-0.043993,0.079768
0.634508,-0.139622,0.064315
0.651627,-0.078261,0.025999
0.395745,0.066271,-0.119722
0.724366,-0.110649,0.057952
0.864249,-0.129695,0.006783
0.472163,-0.023999,0.057015
0.622242,-0.121882,0.026227
0.657060,-0.083907,0.014711
0.397139,0.068402,-0.121685
0.685956,-0.109227,0.069556
0.803040,-0.102501,-0.023609
0.528316,-0.041917,0.064943
0.626938,-0.130576,0.042032
0.637968,-0.089125,0.023539
